EECodDane;EENombre;EESedeID;EECodDaneSede;EENomSede;EEDirSede;EEZona; EEMatricula 
219698001641;INSTITUCION EDUCATIVA LA ARROBLEDA;79634;219698001641;LA ARROBLEDA (sede principal);CORREGIMIENTO LA ARROBLEDA;RURAL; 212 
219698001595;I.E. JOSE MARIA CORDOBA;79627;219698001595;JOSE MARIA CORDOBA (sede principal);CORREG DE MONDOMO BARRIO BELEN;RURAL; 527 
219698000661;INSTITUCION EDUCATIVA DOMINGUILLO;79619;219698000661;DOMINGUILLO (sede principal);CORREGIMIENTO DOMINGUILLO;RURAL; 534 
219698000556;INSTITUCION EDUCATIVA POLICARPA FERNANDEZ;79452;219698000556;POLICARPA FERNANDEZ (sede principal);CORRIMIENTO EL TURCO;RURAL; 453 
219698000483;INST EDUC LA ESPERANZA ANTES (CENT EDUC LA ESPERANZA);79442;219698000483;LA PALOMERA (sede principal);VEREDA LA PALOMERA;RURAL; 180 
219698000432;INSTITUCION EDUCATIVA EL PALMAR (ANTES CENTRO EDUCATIVO EL PALMAR);79436;219698000432;EL PALMAR (sede principal);VEREDA EL PALMAR;RURAL; 263 
219698000327;I.E. AGROPECUARIA SAN ISIDRO;79433;219698000327;SAN ISIDRO (sede principal);CORREGIMIENTO SAN ISIDRO;RURAL; 171 
219698000319;I. E. BAJO SAN FRANCISCO;79431;219698000319;BAJO SAN FRANCISCO (sede principal);VEREDA BAJO SAN FRANCISCO;RURAL; 169 
219698000173;INSTITUCIÓN EDUCATIVA SAN ANTONIO (ANTES CENTRO EDUCATIVO SAN ANTONIO);79427;219698000173;SAN ANTONIO (sede principal);CORREGIMIENTO SAN ANTONIO;RURAL; 494 
119698002678;I.E. FRANCISCO JOSE DE CALDAS;79267;119698002678;FRANCISCO JOSE DE CALDAS (sede principal);CL 11 11 57;URBANA; 1.354 
119698001698;INSTITUCION EDUCATIVA LIMBANIA VELASCO;79414;119698001698;LICEO LIMBANIA VELASCO (sede principal);CALLE 5 #8-73;URBANA; 1.199 
119698001205;INSTITUCION EDUCATIVA ANA JOSEFA MORALES DUQUE;79268;119698001205;ANA JOSEFA MORALES DUQUE (sede principal);CARRERA 25 #5-200;URBANA; 1.121 
119698000250;INST EDUC CAUCA ANTES CENTRO DOCENTE URBANO DE NINAS CAUCA;79266;119698000250;CAUCA (sede principal);CARRERA 9 #1-14;URBANA; 1.041 
119698000101;INSTITUCION EDUCATIVA INSTITUTO TECNICO DE SANTANDER DE QUILICHAO;79262;119698000101;INSTITUTO TECNICO DE SANTANDER DE QUILICHAO (sede principal);CALLE 3 A #7-68;URBANA; 1.607 
119698000080;I.E. TECNICO AMBIENTAL FERNANDEZ GUERRA;79254;119698000080;FERNANDEZ GUERRA (sede principal);CL 3 9 75;URBANA; 1.128 
219743001062;I.E. DE USENDA;80098;219743001062;MARINA BELTRAN DE USENDA (SEDE PRINCIPAL);USENDA;RURAL; 155 
119743000584;I.E.T.A. FRANCISCO JOSE DE CALDAS;79887;119743000584;FRANCISCO JOSE DE CALDAS (sede principal);KR 5 10 32;URBANA; 281 
119743000401;I.E. EZEQUIEL HURTADO;79885;119743000401;EZEQUIEL HURTADO (sede principal);IND BARRIO BOYACA;URBANA; 344 
119743000088;INSTITUCION EDUCATIVA NUESTRA SENORA DEL PERPETUO SOCORRO;79883;119743000088;NUESTRA SENORA DEL PERPETUO SOCORRO (sede principal);CARRERA 2 # 10-55;URBANA; 587 
219760000517;I.E. PIEDRA DE LEON (ANTES C.E. PIEDRA DE LEON);80315;219760000517;PIEDRA DE LEON (sede principal);VEREDA PIEDRA DE LEON;RURAL; 198 
219760000401;I.E. AGROPECUARIA  LOS  ROBLES;80312;219760000401;LOS ROBLES (sede principal);VEREDA LOS ROBLES;RURAL; 287 
219760000193;I.E. EL CRUCERO;80302;219760000193;EL CRUCERO (sede principal);CORREGIMIENTO EL CRUCERO;RURAL; 149 
219760000177;I.E. LA PAZ;80296;219760000177;LA PAZ (sede principal);CORREGIMIENTO LA PAZ;RURAL; 201 
219760000088;INST EDUC AGROP CHAPA;80110;219760000088;CHAPA (sede principal);CORREGIMIENTO CHAPA;RURAL; 114 
119760000644;I.E. AGROPECUARIA INTEGRADO SOTARA;80107;119760000644;SOTARA (sede principal);IND B. PAISPAMBA;URBANA; 269 
219780011418;I.E. SANTA ROSA DE LIMA;81783;219780011418;SANTA ROSA DE LIMA (sede principal);VEREDA LA LOMA;RURAL; 155 
219780001382;INSTITUCION EDUCATIVA LA MESETA (ANTES CENTRO EDUCATIVO LA MESETA);81777;219780001382;LA MESETA (sede principal);CORREGIMIENTO LA MESETA;RURAL; 117 
219780001218;I.E. ASNAZU;81757;219780001218;ASNAZU (sede principal);CORREGIMIENTO  ASNAZU;RURAL; 346 
219780000467;INSTITUCION EDUCATIVA MINDALA (ANTES CENTRO EDUCATIVO MINDALA);68453;219780000467;MINDALA (sede principal);VEREDA MINDALA;RURAL; 113 
219780000246;INSTITUCION EDUCATIVA SANTA MARTA (ANTES CENTRO EDUCATIVO SANTA MARTA);68779;219780000246;SANTA MARTA (sede principal);VEREDA SANTA MARTA;RURAL; 123 
219780000173;INSTITUCION EDUCATIVA MARILOPEZ BELLAVISTA (ANTES CENTRO EDUCATIVO MARILOPEZ BELLAVISTA);68776;219780000173;MARI LOPEZ BELLAVISTA (sede principal);VEREDA BELLAVISTA;RURAL; 201 
119780000969;I.E.T.A. DE SUAREZ;68771;119780000969;SUAREZ (sede principal);IND BARRIO JUAN BLANCO;URBANA; 695 
219100002576;INSTITUCION EDUCATIVA AGROPECUARIA MARISCAL SUCRE;81885;219100002576;MARISCAL SUCRE (sede principal);CABECERA MUNICIPAL;URBANA; 435 
419807000919;I.E. AGROP SANTA MARIA;74328;419807000919;SANTA MARIA (sede principal);VEREDA SANTA MARIA;RURAL; 102 
219807000952;I.E. EL BOQUERON (ANTES CENT EDUC EL BOQUERON);81906;219807000952;EL BOQUERON (sede principal);VEREDA EL BOQUERON;RURAL; 204 
219807000863;I.E. PROMOCION SOCIAL;74324;219807000863;PROMOCION SOCIAL (sede principal);VEREDA HATO VIEJO;RURAL; 174 
219807000243;I.E.  LA CABANA ANTES CENT EDUC;81912;219807000243;LA CABANA (sede principal);VEREDA LA CABANA;RURAL; 291 
219807000022;I.E. AGROP CINCO DIAS;81899;219807000022;CINCO DIAS (sede principal);CORREGIMIENTO CINCO DIAS;RURAL; 254 
119807000133;I.E. CARLOS ALBAN;81889;119807000133;CARLOS ALBAN (sede principal);IND SALIDA ANTIGUA A POPAYAN;URBANA; 698 
119807000125;INST EDUC CONC ESC GUILLERMO VALENCIA (ANTES SEDE INST EDUC CARLOS ALBAN);81891;119807000125;GUILLERMO VALENCIA (sede principal);CARRERA 18 CALLE 18  PARQUE PRINCIPAL;URBANA; 1.044 
119807000109;I.E. SAN ANTONIO DE PADUA;81887;119807000109;SAN ANTONIO DE PADUA (sede principal);CL 15 14 89;URBANA; 1.292 
219809001395;INSTITUCION EDUCATIVA AGRICOLA SANTA ROSA;74684;219809001395;SANTA ROSA (sede principal);CORREGIMIENTO SANTA ROSA SAIJA;RURAL; 284 
219809001379;INSTITUCION EDUCATIVA AGRICOLA SANTA MARIA;74704;219809001379;SANTA MARIA (sede principal);CORREGIMIENTO SANTA MARIA;RURAL; 439 
219809001361;INSTITUCION EDUCATIVA INTEGRADA AGRICOLA SAN BERNARDO;74695;219809001361;SAN BERNARDO (sede principal);CORREGIMIENTO SAN BERNARDO;RURAL; 181 
219809000275;INSTITUCION EDUCATIVA SAN JOSE;74676;219809000275;SAN JOSE (sede principal);CORREGIMIENTO SAN JOSE;RURAL; 118 
119809001358;INSTITUCION EDUCATIVA AGRICOLA JUSTINIANO OCORO;74329;119809001358;JUSTINIANO OCORO (sede principal);BARRIO SAN JOSE;URBANA; 1.054 
119809001285;INSTITUCION EDUCATIVA COMERCIAL SANTA CLARA DE ASIS;75000;119809001285;SANTA CLARA DE ASIS (sede principal);BARRIO LA CABECERA MUNICIPAL;URBANA; 1.209 
219824000982;INSTITUCION EDUCATIVA AGROINDUSTRIAL VICTOR MANUEL CHAUX VILLAMIL;45412;219824000982;VICTOR MANUEL CHAUX VILLAMIL (sede principal);CORREGIMIENTO GABRIEL LOPEZ;RURAL; 172 
219824000371;INSTITUCION EDUCATIVA AGROPECUARIA MANUEL JOSE MOSQUERA VIDAL;45407;219824000371;INSTITUTO AGROPECUARIO MANUEL JOSE MOSQUERA VIDAL;CORREGIMIENTO PANIQUITA;RURAL; 272 
219824000150;INS EDUC NOVIRAO ANTES CENT EDUC NOVIRAO;45389;219824000150;CENTRO DOCENTE RURAL MIXTO NOVIRAO;VEREDA NOVIRAO;RURAL; 241 
119824000368;INSTITUCION EDUCATIVA FRANCISCO JOSE DE CALDAS;74531;119824000368;FRANCISCO JOSE DE CALDAS (sede principal);BARRIO ESTONIA;URBANA; 447 
219698001587;INST EDUC TEC CCIAL SIMON BOLIVAR  ANTES INST EDUC SIMON BOLIVAR;45734;219698001587;SIMON BOLIVAR (sede principal);CALLE 3 NØ. 6 - 46;URBANA; 1.150 
219698000734;I.E.T. SENON FABIO VILLEGAS;45420;219698000734;SENON FABIO VILLEGAS (sede principal);IND CALLE 3 CABECERA MUNICIPAL;URBANA; 963 
219698000564;I.E. JUAN IGNACIO;45417;219698000564;JUAN IGNACIO (sede principal);CORREGIMIENTO JUAN IGNACIO;RURAL; 615 
219698000076;INST EDUC LA PRIMAVERA ANTES (CENT EDUC LA PRIMAVERA);45415;219698000076;LA PRIMAVERA (sede principal);VEREDA LA PRIMAVERA;RURAL; 234 
219022001185;INSTITUCION EDUCATIVA LLACUANAS;80252;219022000359;LLACUANAS BAJO;VEREDA LLACUANAS BAJO;RURAL; 65 
219022001096;I.E. SANTA MARIA DE CAQUIONA;80286;219022001096;COLEGIO SANTA MARIA DE CAQUIONA;CORREGIMIENTO CAQUIONA;RURAL; 450 
219022000405;CENTRO EDUCATIVO LA TARABITA;80271;219022000405;TARABITA (sede principal);CORREGIMIENTO TARABITA;RURAL; 74 
219050001352;C.E. PAMBILAL;77320;219050001352;PAMBILAL (sede principal);VDA. PAMBILAL;RURAL; 119 
219050000810;C.E. BOTAFOGO;77110;219050000810;BOTAFOGO (sede principal);VDA. BOTAFOGO;RURAL; 93 
219050000178;I.E. EL DIVISO (ANTES C.E. EL DIVISO);77090;219050000178;EL DIVISO- SEDE PRINCIPAL (sede principal);CARREGIMIENTO EL DIVISO;RURAL; 144 
119050000637;I.E. AGRICOLA DE ARGELIA;77062;119050000254;DE NINAS ARGELIA;BARRIO EL RECREO;URBANA; 183 
119050000637;I.E. AGRICOLA DE ARGELIA;77061;119050000017;GABRIEL GARCIA MARQUEZ;BARRIO LA GLORIA;URBANA; 198 
219075000342;INSTITUCIÓN EDUCATIVA PURETO;77569;219075000342;INSTITUCION EDUCATIVA PURETO (SEDE PRINCIPAL);CORREGIMIENTO PURETO;RURAL; 145 
219075000253;C.E. LA LOMITA;77553;219075000253;LA LOMITA (sede principal);CORREGIMIENTO LA LOMITA;RURAL; 73 
219075000211;I.E. LA BERMEJA;77541;219075000211;LA BERMEJA (sede principal);VDA BERMEJA BAJA;RURAL; 315 
219075000041;I.E. OLAYA (ANTES C.E. OLAYA);77334;219075000202;EL VIJAL;VEREDA EL VIJAL;RURAL; 82 
119075000020;I.E. VASCO NUÑEZ DE BALBOA;77331;119075000372;NIÑAS BALBOA;CALLE 6 NO. 2-24;URBANA; 252 
119075000020;I.E. VASCO NUÑEZ DE BALBOA;77330;119075000011;VARONES BALBOA;BARRIO EL JARDIN;URBANA; 305 
219100002584;INSTITUCION EDUCATIVA SAN JOSE DEL MORRO;77812;219100000077;LA PARADA;VEREDA LA PARADA;RURAL; 101 
219100002509;INSTITUCION EDUCATIVA TECNICA AGROPECUARIA NUESTRA SENORA DE LOS REMEDIOS;77805;219100002509;COLEGIO DEPARTAMENTAL NUESTRA SENORA DE LOS REMEDIOS;CORREGIMIENTO SAN JUAN;RURAL; 616 
219100001821;INST EDUC ANDINO SAN LORENZO;77796;219100000191;VARONES SAN LORENZO;CORREGIMIENTO SAN LORENZO;RURAL; 72 
219100000531;CENT EDUC SAN MIGUEL;78039;219100000280;MAZAMORRAS;INSPECCION MAZAMORRAS;RURAL; 65 
219100000221;CENT EDUC YUNGUILLAS;77584;219100000221;YUNGUILLAS (sede principal);INSPECCION YUNGUILLAS;RURAL; 86 
119100002474;INST EDUC TEC DOMINGO BELISARIO GOMEZ;77581;119100000382;FELIPE CASTRO;CARRERA 5 NO. 4-23;URBANA; 142 
419110001682;I.E. AGROAMBIENTAL NUEVA VISIÓN ALTO NAYA;78440;419110001682;ESCUELA RURAL MIXTA SINAI - SEDE PRINCIPAL;VDA. SINAI;RURAL; 87 
419110001682;I.E. AGROAMBIENTAL NUEVA VISIÓN ALTO NAYA;78439;219110001756;ESCUELA RURAL MIXTA RIO MINA;VEREDA RIO MINA NAYA;RURAL; 157 
419110001623;INSTITUCION EDUCATIVA CERRO CATALINA;78468;419110001623;COLEGIO AGROPECUARIO CERRO CATALINA;VEREDA NUEVA GRANADA;RURAL; 110 
419110001623;INSTITUCION EDUCATIVA CERRO CATALINA;78469;219110001322;ESCUELA RURAL MIXTA NUEVA GRANADA;VEREDA NUEVA GRANADA;RURAL; 103 
419110000970;I.E. TIMBA;78464;419110000970;TIMBA (sede principal);CORREGIMIENTO TIMBA;RURAL; 272 
419110000970;I.E. TIMBA;78466;219110000270;TIMBA;CARRERA 4=1-101;RURAL; 187 
219110001691;INSTITUCION EDUCATIVA NUEVA VISION DE HONDURAS;78463;219110000202;HONDURAS;CORREGIMIENTO HONDURAS;RURAL; 225 
219110001659;INSTITUCION EDUCATIVA AGROPECUARIA BRISAS DE MARY LOPEZ;78461;219110000199;EL SILENCIO;VEREDA EL SILENCIO;RURAL; 69 
219110001641;INSTITUCION EDUCATIVA AGROINDUSTRIAL VALENTIN CARABALI;78457;219110000024;LA BALSA;CORREGIMIENTO LA BALSA;RURAL; 159 
219110001012;CENTRO EDUCATIVO MUNCHIQUE;78441;219110001012;MUNCHIQUE (sede principal);VEREDA MUNCHIQUE;RURAL; 299 
219110000636;INSTITUCION EDUCATIVA PARA EL DESARROLLO INTERCULTURAL DE LAS COMUNIDADES INEDIC;78260;219110000636;ESCUELA RURAL MIXTA LAS DELICIAS;CABILDO INDIGENA LAS DELICIAS;RURAL; 223 
219110000482;C.E. PISAPASITO;78255;219110000482;PISAPASITO (sede principal);VEREDA PISAPASITO;RURAL; 85 
219110000407;CENTRO EDUCATIVO LA UNION - LLANITO;78246;219110000407;LA UNION - LLANITO (sede principal);VEREDA LA UNION LLANITO;RURAL; 77 
219110000172;C.E. EL PORVENIR;78241;219110000229;LA ESPERANZA (sede principal);VEREDA LA ESPERANZA;RURAL; 209 
219110000164;I.E. AGROAMBIENTAL LA NUEVA ESPERANZA;78247;219110000164;E.R.M. EL CERAL - SEDE PRINCIPAL;INSPECCION DE POLICIA EL CERAL;RURAL; 190 
219110000156;C.E. DOS RIOS;78238;219110000946;ESCUELA RURAL MIXTA AGUA CLARA;VEREDA AGUA CLARA-SUAREZ;RURAL; 77 
219110000156;C.E. DOS RIOS;78237;219110000156;ESCUELA RURAL MIXTA DOS RIOS;RESGUARDO INDIGENA LA PAILA;RURAL; 85 
219110000130;CENTRO EDUCATIVO CASCAJERO;78236;219110000130;CASCAJERO (sede principal);VEREDA CASCAJERO;RURAL; 68 
119110000500;INSTITUCION EDUCATIVA MARIA AUXILIADORA;78234;119110000798;GABRIEL MANRIQUE;CASCO URBANO;URBANA; 109 
119110000500;INSTITUCION EDUCATIVA MARIA AUXILIADORA;78233;119110000011;CONCEPCION DE PALACIOS Y SOJO;BARRIO LAS VILLAS;URBANA; 113 
419130001166;I.E. AGROPECUARIA NUESTRA SEÑORA DEL ROSARIO;59680;219130001175;TROPICAL TUMACO;VDA TROPICAL TUMACO CORREGIMIENTO EL ROSARIO;RURAL; 68 
419130001166;I.E. AGROPECUARIA NUESTRA SEÑORA DEL ROSARIO;59689;219130000233;EL ROSARIO;CORREGIMIENTO EL ROSARIO;RURAL; 129 
419130001166;I.E. AGROPECUARIA NUESTRA SEÑORA DEL ROSARIO;59671;219130000080;SAN LORENZO;VEREDA SAN LORENZO;RURAL; 106 
219130003666;I.E. NUESTRA SEÑORA DE LAS MERCEDES;59692;219130000071;LA PEDREGOSA;CORREGIMIENTO LA PEDREGOSA;RURAL; 91 
219130001337;I.E. AGROPECUARIA NUESTRA SEÑORA DEL CARMEN;59687;219130000284;EL CARMELO;INSPECCION DE POLICIA EL CARMELO;RURAL; 154 
219130000951;I.E. RECUERDO BAJO (ANTES C.E.);59670;219130000951;RECUERDO BAJO (sede principal);VDA. EL RECUERDO;RURAL; 184 
219130000926;I.E. ORTEGA (C.E. ORTEGA);59664;219130000926;ORTEGA (sede principal);CORREG ORTEGA;RURAL; 193 
219130000659;C.E. LA SELVA;59661;219130000659;LA SELVA (sede principal);VDA. EL CAIRO;RURAL; 68 
219130000560;INSTITUCION EDUCATIVA SAN ANTONIO;59648;219130000560;SAN ANTONIO (sede principal);INSPECCION DE POLICIA SAN ANTONIO;RURAL; 280 
219130000446;I.E. LA LAGUNA DINDE ANTES (C.E. LA LAGUNA DINDE);59495;219130000446;LA LAGUNA DINDE (sede principal);VDA. LA LAGUNA DINDE;RURAL; 270 
219130000161;I.E. DINDE;59479;419130001140;LA BUITRERA;VEREDA LA BUITRERA;RURAL; 117 
219130000161;I.E. DINDE;59478;219130001221;SAN MIGUEL;VEREDA SAM MIGUEL;RURAL; 88 
219130000144;C.E. LA VIUDA;59473;219130000144;LA VIUDA (sede principal);VDA. LA VIUDA;RURAL; 163 
219130000055;C.E. BUENAVISTA;59465;219130000055;BUENAVISTA (sede principal);VDA.BUENAVISTA;RURAL; 85 
119130000034;I.E. CARMEN DE QUINTANA;59460;119130000417;DE VARONES CAJIBIO;BARRIO BONITO;URBANA; 153 
119130000034;I.E. CARMEN DE QUINTANA;59459;119130000409;DE NINAS CAJIBIO;BARRIO EL PORVENIR;URBANA; 112 
219137001162;INSTITUCION EDUCATIVA EMPRESARIAL CERRO ALTO (ANTES I E COMERCIAL CERRO ALTO);58627;219137001162;CERRO ALTO (sede principal);CORREGIMIENTO CERRO ALTO;RURAL; 273 
219137001162;INSTITUCION EDUCATIVA EMPRESARIAL CERRO ALTO (ANTES I E COMERCIAL CERRO ALTO);58628;219137000069;CERRO ALTO;CORREGIMIENTO CERRO ALTO;RURAL; 155 
219137000883;I.E. LOS COMUNEROS;58614;219137000239;VARONES DE SIBERIA;CORREGIMIENTO SIBERIA;RURAL; 111 
219137000883;I.E. LOS COMUNEROS;58612;219137000107;NINAS DE SIBERIA;CORREGIMIENTO SIBERIA;RURAL; 90 
219137000751;I.E. GUILLERMO LEON VALENCIA;58609;219137000131;PESCADOR;CORREGIMIENTO PESCADOR;RURAL; 148 
219137000352;C.E. LA LAGUNA;58480;219137000689;LOS QUINGOS;VEREDA LOS QUINGOS;RURAL; 97 
219137000115;C.E. NUESTRA SEÑORA DEL ROSARIO - PESCADOR;58610;219137000115;NUESTRA SEÑORA DEL ROSARIO - PESCADOR (sede principal);CORREGIMIENTO  PESCADOR;RURAL; 80 
219137000034;C.E. EL PITAL;57879;219137000034;EL PITAL (sede principal);CORREGIMIENTO EL PITAL;RURAL; 88 
119137000315;I.E. SUSANA TROCHEZ DE VIVAS;59857;119137000234;VARONES;BARRIO LA PLAZA;URBANA; 205 
119137000293;I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK;141829;419137001544;CENTRO DOCENTE EL AZUL;VDA. EL JARDIN;RURAL; 111 
119137000293;I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK;86966;219137001502;CENTRO DE FORMACION INTEGRAL COMUNITARIA KWE SX UMA KIWE - CEFIC;RESGUARDO PUEBLO NUEVO;RURAL; 143 
119137000293;I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK;57924;219137001260;CENTRO DOCENTE RURAL MIXTO SAN JOSE DE LOS MONOS;VEREDA SAN JOSE DE LOS MONOS;RURAL; 74 
119137000293;I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK;57923;219137001243;INSTITUTO AGRICOLA ALVARO ULCUE CHOCUE;CORREGIMIENTO PUEBLO NUEVO;RURAL; 387 
119137000293;I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK;58624;219137001227;CENTRO DOCENTE VILLA RICA;VEREDA VILLA RICA- RESGUARDO LA AGUADA;RURAL; 82 
119137000293;I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK;57874;219137001201;CENTRO DOCENTE LAS DELICIAS CALDONO;VEREDA LAS DELICIAS;RURAL; 81 
119137000293;I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK;57922;219137001197;CENTRO DOCENTE RURAL MIXTO SAN ANTONIO;VEREDA SAN ANTONIO - PUEBLO NUEVO;RURAL; 82 
119137000293;I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK;58618;219137001171;CENTRO DOCENTE MIXTO EL CAIMITO;VEREDA EL CAIMITO;RURAL; 144 
119137000293;I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK;58621;219137001138;CENTRO DOCENTE RURAL MIXTO LA AGUADA;VEREDA LA AGUADARESGUARDO INDIGENA PAEZ  LA AGUADA;RURAL; 72 
119137000293;I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK;58617;219137000972;CENTRO DOCENTE RURAL MIXTO EL GUAICO ALIZAL SIBERIA;VEREDA GUAICO ALIZAL SIBERIA;RURAL; 75 
119137000293;I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK;58616;219137000778;CENTRO DOCENTE RURAL MIXTO EL CIDRAL;VEREDA EL CIDRAL;RURAL; 177 
119137000293;I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK;59838;219137000743;CENTRO REAL LA ESMERALDA;VEREDA LA ESMERALDA;RURAL; 107 
119137000293;I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK;58473;219137000719;CENTRO DOCENTE RURAL MIXTO EL TARSO;VEREDA EL TARSO;RURAL; 90 
119137000293;I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK;58622;219137000701;CENTRO DOCENTE BETANIA;VEREDA BETANIA - LA AGUADA;RURAL; 208 
119137000293;I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK;58629;219137000484;CENTRO DOCENTE MIXTO LAS MERCEDES;VEREDA LAS MERCEDES;RURAL; 98 
119137000293;I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK;58488;219137000425;INSTITUTO TÉCNICO AGROPECUARIO NASA WESX KIWE DE GRANADILLO;VEREDA GRANADILLO;RURAL; 351 
119137000293;I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK;57920;219137000417;ESCUELA RURAL MIXTA LA PALMA - CALDONO;VEREDA LA PALMA;RURAL; 80 
119137000293;I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK;58485;219137000395;I.T.A. KWE´SX FXI´ZENXI KIWE ANDALUCIA;VEREDA ANDALUCIA;RURAL; 422 
119137000293;I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK;57873;219137000379;CENTRO DOCENTE RURAL MIXTO GUALO;VEREDA GUALO;RURAL; 77 
119137000293;I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK;58657;219137000271;ESCUELA RURAL MIXTA DE FILIPINAS;VEREDA FILIPINAS CORREGIMIENTO PLAN DE ZUNIGA;RURAL; 215 
119137000293;I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK;57928;219137000263;ESCUELA RURAL MIXTA EL RINCON;VEREDA EL RINCON RESGUARDO DE CALDONO;RURAL; 79 
119137000293;I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK;57927;219137000204;INSTITUTO EDUCATIVO TÉCNICO AGRÍCOLA KWESX DXIJ PLAN DE ZÚÑIGA;CORREGIMIENTO  PLAN DE ZUNIGA;RURAL; 374 
119137000293;I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK;57919;219137000182;CENTRO DOCENTE RURAL MIXTO PUEBLO NUEVO;CORREGIMIENTO PUEBLO NUEVO;RURAL; 388 
119137000293;I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK;59835;219137000158;CENTRO DOCENTE RURAL MIXTO VEINTE DE JULIO;VEREDA VEINTE DE JULIO CORREGIMIENTO CERRO ALTO;RURAL; 103 
119137000293;I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK;58486;219137000140;CENTRO DOCENTE RURAL MIXTA SANTA ELENA;VEREDA SANTA ELENA;RURAL; 84 
119137000293;I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK;59858;219137000042;CENTRO DE FORMACION AGROAMBIENTAL - KIWE ÇEHK FXI´ZE WA´ -EL PORVENIR CALDONO- CEFAKIÇ;VEREDA EL PORVENIR;RURAL; 210 
119137000293;I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK;170371;119137001559;CENTRO DE FORMACIÓN INTEGRAL COMUNITARIO HOGARES CALDONO - CEFIC;IND RESGUARDO  INDÍGENA SAN LORENZO CALDONO;RURAL; 254 
119137000293;I.E. INSTITUTO EDUCATIVO DE FORMACION INTERCULTURAL COMUNITARIO KWESX UMA KIWE - INFIKUK;59834;119137000293;CENTRO DOCENTE URBANO MIXTO MADRE LAURA;BARRIO EL PROGRESO;URBANA; 473 
219142000999;I.E. ETNOEDUCATIVO DE TOEZ;59127;219142000999;I.E. ETNOEDUCATIVO DE TOEZ - SEDE PRINCIPAL;VDA. LA JOSEFINA;RURAL; 312 
219142000891;I.E.  BILINGUE DXI PADEN;59125;419142000815;CENTRO DOCENTE RURAL MIXTO EL GUABITO;VEREDA EL GUABITO;RURAL; 119 
219142000891;I.E.  BILINGUE DXI PADEN;59124;219142000891;I.E. BILINGUE DXI PADEN - SEDE PRINCIPAL;VDA. LOPEZ ADENTRO;RURAL; 167 
219142000506;I.E. TEC AGROPECUARIA  LA HUELLA;58976;219142000506;C.E.R.M LA HUELLA;VDA. HUELLA;RURAL; 504 
